vibration,temperature,noise,current,rpm,pressure,label
4.960015893759504,68.75225597903228,79.70282358195607,9.048964811346163,1390.9346147941305,5.9511361612669145,Misalignment
5.983198842495711,60.7347803621321,79.39698987431414,11.777791935428949,1431.9809209268365,6.350896482787213,Misalignment
1.5703537685583808,56.843753920412496,55.20558699585501,10.878450301307273,1479.0014817802748,5.926055054581896,Healthy
2.6112706693370153,54.227352589655986,57.85836088918447,9.64786644951177,1490.646183711067,6.146177625745631,Healthy
2.2154105015039414,65.70823800435231,57.967924918076925,9.487757270928462,1463.7245454350425,6.246391769030199,Healthy
1.9430262711725625,50.79921761518736,55.877593921543806,10.650592787824701,1494.8650834240689,6.217261707322078,Healthy
6.23216132306672,65.58342904570364,76.09344298364506,11.87142877794819,1436.7078664632404,6.171565425228758,Misalignment
2.1445596993449922,58.1564411291927,52.71422090072167,9.680328783642699,1470.5925469141441,5.744448860702663,Healthy
2.7474706556171977,50.670844421533786,64.84139177295741,8.317130228384196,1473.3022994002845,6.065101226042002,Healthy
7.853471895751426,74.76008341119955,82.90764956650938,11.30647231100315,1475.7392764377146,5.723478270047353,Bearing Wear
4.866712785996519,60.402738569991946,77.48580372026882,11.142425736070566,1450.714560622033,5.729098941465387,Misalignment
6.625590393967337,63.45326730139881,77.28387618778706,10.33807405893335,1419.1083846030479,5.747304842400669,Misalignment
3.3895779846284655,92.18358595878365,65.06247059363844,14.721119988358863,1417.8612470411977,5.766154043589115,Overheating
1.7883508439779232,54.601408945468,51.56332783020985,8.552887527576912,1453.546007752912,5.6011012689594075,Healthy
2.366164661247957,69.73102467576366,77.79536978671639,12.572483234726288,1478.4378892116772,3.733191159995062,Valve/Leak
1.5249889725447094,53.30483462049719,64.20154068728698,8.27267957680765,1488.6884728709172,6.095094240932911,Healthy
1.2769710728057726,55.360647538569346,57.35253645468099,10.232676211354704,1480.4370429104688,6.640711556528366,Healthy
2.181202005902508,96.0756538097379,66.09998341985883,16.038781362860654,1433.4044498365831,5.642748423659803,Overheating
1.4056184728385746,51.80124233625126,55.36712029297237,9.610190196844233,1452.4662770488737,6.254060378725762,Healthy
1.264596852748671,49.92210459396229,61.56756923725098,10.838126567894381,1519.9346178338358,7.1655449864029315,Healthy
2.307323315977695,59.207722315612145,71.60626877406301,12.024470685627609,1449.6160684955078,3.8939516004700963,Valve/Leak
2.532990115393822,55.785242837226725,59.20682581480656,8.964346247174188,1446.506341105913,5.8054768363706675,Healthy
2.140343383475713,63.839649567899414,60.65137260736443,10.982739511023057,1470.014088029217,5.5260224934331905,Healthy
1.6373869677321233,65.64234866217582,55.89306660387807,10.838489203736344,1461.9414564382594,6.372629205149698,Healthy
1.9216810511709548,54.79618736932283,56.72606152285305,10.44607220148208,1470.9003303931845,5.509757694493101,Healthy
3.1208115424054834,81.47454753846262,70.95994968144063,12.85763400866814,1467.1456534900635,4.853000870853412,Valve/Leak
5.589072769166263,70.53144355029944,77.14378219230807,12.535755991995991,1435.4970331166571,5.4102123873118,Misalignment
2.825463966115625,63.61832860391648,59.102403933587,9.616812678864012,1509.228885844844,5.557181727182605,Healthy
2.321663397344522,53.026974385702054,59.97439066639964,9.836557101475487,1486.7514909759786,6.562992744525487,Healthy
2.321969396638429,44.74913949484488,59.75640799034941,9.156769729707129,1455.6237387915273,5.6487390532285,Healthy
6.915902542356013,58.36803641130218,75.15315746297209,10.515830566666422,1420.1698071691412,6.301103130121842,Misalignment
4.0699184859541955,94.0729659245006,61.52028694164648,13.66421177467925,1409.6998716508488,5.570629343381484,Overheating
2.045244890813937,56.14114165069453,72.5873701876696,11.87684461128167,1462.9351329888236,5.88504665538033,Healthy
6.291151583243816,71.89363002154204,92.2351217253294,10.906374243384587,1430.3756067979662,4.941084388104538,Bearing Wear
5.725102705768524,66.82336343580356,79.73883533099448,11.858606168621165,1397.2681482593011,5.213181901843604,Bearing Wear
1.3562887093629845,49.5160721077268,69.18456764160658,12.905067169240407,1456.5686674234933,5.852700417284788,Healthy
2.864348822202796,50.065714607858816,58.77361077028945,10.777337576061743,1488.6953214893324,5.849537571507961,Healthy
1.312552095815009,53.80913128012667,58.66806254995522,10.232169889626256,1468.8934556236197,6.188615409018055,Healthy
3.1243434621347728,97.11053845039523,65.26577673788934,14.000126589637121,1371.1376786582862,5.626597704669323,Overheating
3.4070419316323917,65.46584154465297,67.86677451237621,10.385846552556501,1464.7388558061045,5.5550354112066325,Healthy
6.262749225147139,67.40071701695805,66.27707006512904,11.92743848155818,1443.6326101464308,5.455827726234209,Misalignment
6.26371720435652,65.26233399178122,73.53914407098223,10.896511731934039,1422.4406786537934,5.961025004840987,Misalignment
3.4333415590687024,63.81574867745158,75.88256210686224,11.2959939896871,1418.8425625603613,5.197311287008567,Misalignment
2.8636751070820923,47.33069297541931,64.31914006849094,9.671474776877107,1478.773513083423,5.57884059571842,Healthy
2.650022297349479,57.91327620993854,68.66155802704972,11.177411888977694,1488.7817335785915,6.697573810467117,Healthy
3.662390541437647,93.22057427879174,65.33272907929603,12.953864265049585,1439.583357383794,5.028678550754054,Overheating
2.8474791539958724,102.02748256080392,68.75434494365629,16.7309692364702,1429.2309876455458,4.871183897738703,Overheating
1.413996403702592,52.40860078816863,67.55614216638361,10.637533810897697,1466.021391428425,5.5945130534238405,Healthy
1.3917199253094361,51.64429861301709,61.56004735775622,11.155312036106697,1492.1752294444889,5.08348419656076,Healthy
7.0864402878790935,72.48334171223615,94.69725808990725,8.905142584792886,1432.2668972442668,6.0363625291173415,Bearing Wear
2.7379745240267543,56.84178306350329,64.23291992921702,9.429056338478205,1496.2752737993242,6.427388622395616,Healthy
3.1640806248890874,73.62205943569036,64.81992841156371,12.822965583711577,1456.186936688691,4.391696932176748,Valve/Leak
2.2590247426151135,71.24994581808254,78.88873328595383,12.107694125424922,1439.443749567742,4.301153095915597,Valve/Leak
7.013711266672791,77.97376354262194,90.14076389539916,13.262730100335093,1466.623495039723,6.731061240138434,Bearing Wear
1.3971821663467887,104.62552616910284,62.711502845215875,14.161820666514549,1452.3820273944211,4.85909618357643,Overheating
1.1993610314405732,51.02931854987288,62.19818303008497,10.52418784281277,1485.525483586571,5.4348936464430535,Healthy
3.0380475097732678,69.16934379816999,72.75631463029967,13.842344351465524,1463.4560358014671,4.580066542687927,Valve/Leak
3.3710452939210267,67.77196042278071,68.92233151701124,13.236131315988349,1480.5132118854356,4.003129413887714,Valve/Leak
2.7873289664676966,94.29474699603122,69.14759521012036,11.010409443418766,1348.1411068770096,4.9071258410228715,Overheating
5.321735559844823,68.7471694986387,73.57557966808713,11.197790081941852,1462.6765249013238,6.431074452907077,Misalignment
1.6152724165964378,61.76792944784699,60.46063329217055,9.162601776172538,1468.1119929560252,5.407785394973994,Healthy
1.8209916559627854,59.01792509689301,68.60384915582992,8.61781848462296,1487.8565493651984,5.583782424336986,Healthy
1.9344566746561367,45.84547087076235,64.64148495784242,9.394999287191268,1469.321995232529,5.572099035484124,Healthy
7.513468528833901,68.86453395438157,86.97197201369488,12.542882780893265,1489.619849665845,5.662885539654248,Bearing Wear
8.280666899886379,68.01107096741647,91.68755466746427,12.575065669773705,1446.0658740938998,5.939510357618518,Bearing Wear
9.492376634864504,70.41628681079668,85.96114355990245,13.614360236199579,1424.6301690169796,5.933228149047302,Bearing Wear
3.251126569166043,89.99978716430357,57.05216253345515,10.890524846013061,1355.3046354804158,5.3165298860242665,Overheating
2.9686155812147583,60.52996684953649,55.18954441829187,10.347708452450957,1471.8584352729936,5.886254464783962,Healthy
3.4953368935803146,92.9644490966959,70.31925766367179,12.287092660786394,1400.2535624944908,6.539069490638333,Overheating
8.719857407927407,70.54912106903924,88.48466257197877,11.914825208410962,1444.8877725650739,5.488207041309832,Bearing Wear
1.574231405407116,58.32792618156714,65.42643502222955,10.36653140723723,1474.2750253288862,6.181586231723479,Healthy
2.4677735627325745,45.84296957892438,58.32196315940677,8.009188004876002,1450.098783395456,6.545544891925564,Healthy
1.6402598833576048,47.487482719795516,45.177355810791745,9.456504492067365,1528.4083002449481,6.173953708585459,Healthy
2.232540104750153,47.195208235027785,58.513383186511824,10.099477473015739,1478.277986963579,6.316322448676032,Healthy
7.801991221729597,65.86976630661545,90.3868924504633,14.443405421435987,1420.8955144104575,5.444921737714176,Bearing Wear
2.866059209313458,80.42292835239934,67.3447857286469,14.746054691524854,1463.2871454201363,4.329114411661347,Valve/Leak
6.565875427066994,64.35326742445025,82.30861475182988,12.678500925964707,1403.0272278345847,6.054988361060448,Bearing Wear
8.377375192880276,55.63443817059717,80.280605349375,9.470297773148847,1425.2131160090814,5.899066360443577,Bearing Wear
2.797297944841588,94.04489077171964,66.01694120309972,12.487195937085339,1428.273985635962,5.765066388154193,Overheating
6.556533442751263,66.4820900040433,85.17536651365533,10.91290582894749,1420.7875034499627,5.598588967857049,Misalignment
4.755528212398925,60.55601343384541,74.64659809173965,11.334295128497715,1431.5342617565648,5.593785889028116,Misalignment
2.3697063361504735,54.20175846288991,56.73541927667644,10.5484279208298,1483.759471749722,5.420749096233981,Healthy
2.1310179060371905,50.50152606756123,60.949216964187215,8.54517751474221,1506.7237220002435,6.4991799940237724,Healthy
6.363454337839073,52.95039017100063,69.21826169867333,10.70622107984787,1397.8360093571941,6.185758593052264,Misalignment
2.0587082244565584,89.97521957548884,66.17724184154966,16.416674222749432,1351.1050274984038,5.599614448922777,Overheating
1.6785926814565861,87.313584758925,62.88196696769581,13.219117380716883,1432.5040515101457,5.596663887928335,Overheating
3.3607872820305675,68.5347666758661,77.64668330164743,12.246894956275696,1444.084617922444,4.470565805402266,Valve/Leak
6.448099363936204,56.57201341307596,77.69017219964125,9.9656919483256,1437.0582833476478,5.330506225840376,Misalignment
5.193401095692628,58.58682674869739,78.569100682412,11.24164452167675,1411.580695958213,6.480471539608426,Misalignment
6.032107673970935,66.34456723839301,71.90167032935693,11.47113629339993,1413.9964295850582,5.735344671113516,Misalignment
2.1675311579900534,80.52331801442305,73.05468497505947,17.823991928910505,1383.7892293820266,4.725264783751926,Overheating
1.8568885250796654,54.05038079488872,54.43305979039076,10.579561142476477,1490.4901475057218,5.402237752072278,Healthy
8.052684981945891,65.8598016621853,73.31337418965747,10.857996785592478,1448.4577030090568,5.207731357797113,Misalignment
1.804768025268595,64.23912506478023,59.12913633097521,11.66788761111952,1457.9251860443599,6.234903666721117,Healthy
1.565476376067609,55.8869805731847,66.062594184158,9.6762082957134,1446.1607470166048,5.9929748694090215,Healthy
6.589190873603341,69.51047338188927,74.7660867039069,9.576512491018983,1464.4620050657657,5.590912521532128,Bearing Wear
3.627875229286508,96.63421853164544,61.43062587981758,12.024754683412638,1433.4323158525735,5.639740249024172,Overheating
3.2695721835784184,74.52113159234962,72.3262188475721,12.799686483869722,1480.4193966800199,4.512542600624077,Valve/Leak
2.635073956953901,69.38755516233623,67.12538097452811,13.948962065414786,1497.4593610074182,3.97057975342535,Valve/Leak
3.2198540567088596,70.52543099992259,75.71232191883934,10.297867251257145,1439.3323738270776,3.8087918330192774,Valve/Leak
1.518180777815598,50.42421942077037,58.994476727405846,11.112965891660263,1475.098786976186,5.587674511891539,Healthy
2.524586810720675,50.12020591942547,55.44712558039276,10.558548959274223,1475.569277685384,6.25899387628379,Healthy
2.3508318240447834,49.824609429796794,59.93957674605866,9.789309985636843,1455.6821815179173,5.374608820852525,Healthy
1.824523808891011,49.888598591763355,59.51910531538334,11.128018857349304,1434.3852430925615,5.401344524038669,Healthy
4.168943093376264,96.69552189751577,68.83658620230614,12.289758621310654,1355.218564989179,5.679125486689085,Overheating
2.2743694094320634,54.061645045357736,61.390718632273135,10.15811908490511,1495.5553477816984,6.322803312777788,Healthy
0.8763657223295722,60.008726988257536,65.93862546630969,8.979376980486663,1442.8032918690874,6.03961392840288,Healthy
7.797594522434315,67.58148786050725,73.14141651707152,10.106869378415137,1430.3435387501197,5.780294118445898,Misalignment
9.458506781035943,80.71101041243278,91.81629210133256,10.618724403286308,1475.6505797289183,6.055850563799161,Bearing Wear
3.9997322136350215,98.81222685716766,68.70007118152168,14.955359425058315,1413.6316563200842,4.786555548114326,Overheating
1.7219040205754375,48.6007952117999,68.40908309650412,11.728995340885703,1507.1844120059122,6.10208536674235,Healthy
7.01446381672219,71.21678366138667,78.4391717772281,12.59548695674826,1451.8115778527326,5.278939153266214,Bearing Wear
1.9601352180715959,63.9878058332232,64.47106664256705,10.011445439091466,1484.9757461960216,6.017684951241679,Healthy
5.7010873631340555,69.09368873435842,80.52341046008492,10.12452669161528,1465.336654436426,5.956505863973294,Bearing Wear
5.877315362504873,69.97850692949962,80.2961186944816,12.025836842885239,1431.1673962070438,5.56198186881234,Misalignment
7.413525885700429,72.27568020619098,92.72398666963039,13.649969475513124,1446.0331403040648,5.302317648455652,Bearing Wear
2.1086155974052625,53.98958377305298,57.11052945961172,10.2528848149699,1469.9208451717877,5.7487735665098505,Healthy
2.7186051939095566,73.46462633387011,71.63922413711273,11.63268519869011,1447.9689719033647,4.918888469958231,Valve/Leak
6.318189487674578,59.18960243632856,64.41672775514735,9.13815484675749,1430.8732983973,5.91236691121308,Misalignment
8.457027794714202,53.96299340138238,87.37560324658494,14.34215730270536,1416.1665770532486,5.648077395284042,Bearing Wear
5.105653953922471,63.3686899748848,82.13742641842252,12.83738667548752,1419.9218232487956,6.662024085625788,Misalignment
2.8768455133505406,54.53350675173254,60.65528913023072,10.365474472642834,1543.5770735873507,6.340514229937916,Healthy
2.484498935137929,53.19083731457829,57.55124908549396,10.908601359892112,1480.6217117554231,6.111430365804722,Healthy
2.1682915633027173,57.12482948718075,50.31516533647292,10.666572668609534,1460.359611603394,5.423080345776236,Healthy
6.083981003314454,61.532469177138594,79.15515928833987,9.657824833629093,1417.7916875368232,5.6660503460268,Misalignment
2.1394321423236193,49.96053525188228,63.62141338728114,10.0630023683347,1442.1610749337617,5.216563423841188,Healthy
1.889516341106823,54.482899432126835,59.86008771734891,10.225559839510181,1498.952992196966,5.5555580396329765,Healthy
2.2346732994788323,73.73350000301224,77.46968427187868,12.482392674112587,1397.4575038960086,3.3480035686948124,Valve/Leak
2.5538168900038283,92.54966823647165,65.19290561490459,13.53238050376633,1441.9735844217362,5.229593077727452,Overheating
3.3831004308163695,85.78614758044328,66.9484585266,14.1538297755894,1394.1023004032734,6.135310442859705,Overheating
4.442208719366855,70.6474113046314,62.33790133017863,13.08390349719379,1433.0938699920307,3.82412207609325,Valve/Leak
2.2777910443250624,51.88916149872871,64.937025725232,11.157507758021135,1508.726035131266,6.211765362850289,Healthy
1.0596007860129713,53.410467256857686,55.66497371838287,10.119225861127392,1468.5710156160653,5.933536863220107,Healthy
6.796336244295546,72.48275390314129,83.60638402045458,12.11356993193525,1450.1805004130822,5.979329626389264,Bearing Wear
8.976872797123995,71.857720491455,88.53728131621361,10.27370323622165,1447.3636977275314,6.176115785953435,Bearing Wear
2.1058048663975253,59.43196979783976,62.45383354496909,11.200306258259321,1485.7871831391421,5.857720673771587,Healthy
0.5347028120736121,56.914428681925244,41.75793587392609,8.276536592594582,1489.0353720188198,6.191011734906718,Healthy
1.6439489790605306,61.85270494307066,57.57984934213662,12.242920312402985,1479.9616029364731,6.163214470752507,Healthy
2.06551355809671,49.98828009654599,59.45136274152855,9.96438926380991,1452.7051669559687,5.897667171463671,Healthy
2.462178878593717,55.173059370926275,58.58602125426215,9.893818069377424,1484.4624403681232,6.246725679875912,Healthy
1.4792061836893642,60.52339607701265,57.93831563897635,8.583157907403127,1488.8762541876622,6.185347922413075,Healthy
2.114740857731803,58.67791546214187,61.87193225853132,10.631981483761395,1451.914618038185,6.132416061998478,Healthy
3.4834499182443865,93.18428144317733,62.58604920637678,15.305833414129589,1459.1709804269692,6.217748021840143,Overheating
2.912212654695853,97.11632097815806,68.83411435892121,14.181766923949192,1405.2305675164619,5.829501252750473,Overheating
2.416570450901071,92.51316160498484,68.1695518886687,14.004489936799933,1413.6083990747336,5.768031696880876,Overheating
3.604998530903845,97.27305562075037,58.82593456544261,16.163457186779368,1379.9702102497233,4.837961862725926,Overheating
1.489477419660839,55.260866593287666,58.630747472268816,9.663168032359406,1492.3940393096495,6.135950144477081,Healthy
3.286879920130085,75.69680800801343,57.35227994933534,12.562674097282647,1405.4947483877631,4.218029963398898,Valve/Leak
3.836425819831744,102.12580635632672,66.01387524126184,13.249458383904651,1419.4064445018296,5.288832945070275,Overheating
3.6902954218725372,68.65337192406346,74.834071835455,13.812881642430764,1436.1302045717296,4.6869470641087005,Valve/Leak
7.122311064847189,65.42605925183409,79.84476388854658,11.193506134645466,1466.277833898759,5.417749933039441,Bearing Wear
2.130771129785125,70.77558849336691,70.65788652744405,15.9341561740707,1425.5671086119908,4.9360072832450665,Valve/Leak
3.3289375344127707,95.71008748032922,67.22363409097616,13.769472343456973,1458.1620072582982,5.317411542310111,Overheating
5.355632879786977,64.69874076799357,69.6401872385489,11.45502372034752,1473.353778707796,5.869057528071659,Misalignment
4.885383036932073,63.85353673223846,67.03602870139237,10.087122013281173,1436.8035813832741,6.427605279096559,Misalignment
2.5307319319432793,103.61180093987264,66.21876240200824,13.773128529880436,1417.303778069046,5.524766593471984,Overheating
